,X,LandUse,Total.Taxes.Owed,Num.Open.Violations,AssessedValue,VacantBuilding,ZIP,WaterService,YearBuilt,newaddress,Total_crimes,Occupied_Pr,Vacant_Pr,H_.1.3.P,H.4..P,Owner_Occupied,VacancyStatus_A
9447,9447,Single Family,0,0,Moderate,N,Syracuse,A,Old,301 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9448,9448,Single Family,0,0,Moderate,N,Syracuse,A,Old,365 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9449,9449,Single Family,0,0,Cheap,N,Syracuse,A,Old,308 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9450,9450,Single Family,0,0,Moderate,N,Syracuse,A,Old,317 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9451,9451,Two Family,0,0,Moderate,N,Syracuse,A,Old,364 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9452,9452,Single Family,0,0,Moderate,N,Syracuse,A,Old,341 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9453,9453,Single Family,0,0,Moderate,N,Syracuse,A,Old,345 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9454,9454,Single Family,0,0,Moderate,N,Syracuse,A,Old,307 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9455,9455,Single Family,0,0,Cheap,N,Syracuse,A,Old,360 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9456,9456,Single Family,0,0,Moderate,N,Syracuse,A,Old,336 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9457,9457,Two Family,0,0,Moderate,N,Syracuse,A,Old,349 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9458,9458,Single Family,0,0,Moderate,N,Syracuse,A,Old,321 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9459,9459,Single Family,0,0,Moderate,N,Syracuse,A,Old,337 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9460,9460,Single Family,0,0,Moderate,N,Syracuse,A,Old,333 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9461,9461,Single Family,0,0,Moderate,N,Syracuse,A,Old,348 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9462,9462,Two Family,0,0,Moderate,N,"Outside Syr, In NY",A,Very Old,361 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9463,9463,Single Family,0,0,Moderate,N,Syracuse,A,Old,316 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9464,9464,Two Family,0,0,Moderate,N,Syracuse,A,Old,373 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9465,9465,Single Family,0,0,Cheap,N,Syracuse,A,Old,312 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9466,9466,Single Family,0,0,Moderate,N,Syracuse,A,Old,325 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9467,9467,Single Family,0,0,Moderate,N,Syracuse,A,Old,313 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9468,9468,Single Family,0,0,Cheap,N,Syracuse,A,Old,352 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9469,9469,Two Family,0,0,Moderate,N,Syracuse,A,Old,300 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9470,9470,Two Family,3671.07,0,Moderate,N,Syracuse,A,Old,357 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9471,9471,Single Family,0,0,Moderate,N,Syracuse,A,Old,340 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9472,9472,Single Family,0,0,Moderate,N,Syracuse,A,Old,320 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9473,9473,Single Family,0,0,Moderate,N,Syracuse,A,Old,369 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9474,9474,Two Family,188.19,0,Moderate,N,Syracuse,A,Old,304 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9475,9475,Single Family,0,0,Moderate,N,Syracuse,A,Old,324 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9476,9476,Two Family,0,0,Moderate,N,Outside NY,A,Old,353 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9477,9477,Single Family,0,0,Moderate,N,Syracuse,A,Old,356 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9478,9478,Single Family,0,0,Moderate,N,Syracuse,A,Old,372 forest hill dr,1,0.932,0.068,0.796,0.136,0.756,0
9479,9479,Vacant Land,59650.36,0,Cheap,N,Syracuse,unknown,Old,326 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9480,9480,Single Family,0,0,Cheap,N,Syracuse,A,Old,334 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9481,9481,Vacant Land,59665.63,0,Cheap,N,Syracuse,unknown,Old,322 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9482,9482,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,338 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9483,9483,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,342 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9484,9484,Three Family,0,13,Cheap,N,Syracuse,A,Very Old,335 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9485,9485,Single Family,0,0,Cheap,N,Syracuse,A,Old,325 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9486,9486,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,308 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9487,9487,Two Family,0,3,Cheap,Y,Syracuse,I,Old,317 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9488,9488,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,318 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9489,9489,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,355 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9490,9490,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,310 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9491,9491,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,341 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9492,9492,Vacant Land,15155.91,0,Cheap,N,"Outside Syr, In NY",unknown,New,351 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9493,9493,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,345 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9494,9494,Single Family,0,3,Cheap,N,Syracuse,A,Old,350 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9495,9495,Two Family,0,0,Cheap,N,Syracuse,A,Old,309 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9496,9496,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,314 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9497,9497,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,346 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9498,9498,Single Family,0,0,Cheap,N,Syracuse,A,Old,304 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9499,9499,Vacant Land,0,0,Cheap,N,Syracuse,unknown,Old,328 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9500,9500,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,347 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9501,9501,Two Family,0,3,Cheap,Y,Syracuse,I,Old,321 garfield av,1,0.923,0.077,0.576,0.345,0.542,0
9502,9502,Commercial,92333.79,0,Moderate,N,Syracuse,I,Old,301 geddes st s,5,0.901,0.099,0.803,0.099,0.37,0
9503,9503,Schools,0,0,Expensive,N,Syracuse,A,Old,316 geddes st s,5,0.901,0.099,0.803,0.099,0.37,0
9504,9504,Commercial,0,1,Moderate,N,Syracuse,A,Old,315 geddes st s,5,0.901,0.099,0.803,0.099,0.37,0
9505,9505,Community Services,664.85,0,Moderate,N,"Outside Syr, In NY",A,New,307 geddes st s,5,0.901,0.099,0.803,0.099,0.37,0
9506,9506,Parking,89.77,0,Cheap,N,"Outside Syr, In NY",unknown,New,313 geddes st s,5,0.901,0.099,0.803,0.099,0.37,0
9507,9507,Commercial,0,0,Moderate,N,"Outside Syr, In NY",A,Old,308 genesee st w,2,0.938,0.062,0.828,0.111,0.803,0
9508,9508,Commercial,0,0,Moderate,N,"Outside Syr, In NY",A,New,344 genesee st w,2,0.938,0.062,0.828,0.111,0.803,0
9509,9509,Single Family,0,0,Cheap,N,Syracuse,A,New,349 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9510,9510,Single Family,1051.86,0,Cheap,N,Syracuse,A,Old,362 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9511,9511,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,337 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9512,9512,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,303 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9513,9513,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,309 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9514,9514,Three Family,12909.23,0,Cheap,N,Syracuse,A,Old,346 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9515,9515,Vacant Land,110.8,0,Cheap,N,Syracuse,unknown,New,342 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9516,9516,Single Family,3839.56,0,Cheap,N,Syracuse,A,Old,330 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9517,9517,Two Family,0,0,Cheap,N,Outside NY,A,Old,379 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9518,9518,Single Family,0,0,Cheap,Y,Syracuse,I,Very Old,385 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9519,9519,Two Family,0,0,Cheap,N,Syracuse,A,Old,366 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9520,9520,Single Family,24262.75,1,Cheap,Y,Syracuse,I,Very Old,331 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9521,9521,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,341 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9522,9522,Apartment,0,0,Cheap,N,"Outside Syr, In NY",unknown,Old,300 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9523,9523,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,319 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9524,9524,Apartment,0,5,Cheap,N,Syracuse,A,Old,372 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9525,9525,Two Family,469.07,0,Cheap,N,Syracuse,A,Old,338 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9526,9526,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,373 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9527,9527,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,355 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9528,9528,Vacant Land,0,0,Cheap,N,Outside NY,unknown,New,350 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9529,9529,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,367 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9530,9530,Single Family,0,0,Cheap,Y,Syracuse,A,Old,306 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9531,9531,Single Family,3493.3,0,Cheap,N,Syracuse,A,Very Old,334 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9532,9532,Multiple Residence,0,0,Cheap,N,Outside NY,A,Old,354 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9533,9533,Apartment,0,0,Cheap,N,Syracuse,A,Old,361 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9534,9534,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,327 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9535,9535,Vacant Land,0,0,Cheap,N,Outside NY,unknown,New,358 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9536,9536,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,345 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9537,9537,Single Family,0,0,Cheap,N,Syracuse,A,New,324 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9538,9538,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,311 gertrude st,3,0.607,0.393,0.393,0.215,0.471,0
9539,9539,Commercial,0,0,Moderate,N,Syracuse,A,Old,308 gifford st,1,0.579,0.421,0.544,0.035,0,0
9540,9540,Single Family,0,0,Moderate,Y,Outside NY,A,Old,313 goodrich av,1,1,0,1,0,0,0.039522641
9541,9541,Single Family,0,0,Moderate,N,Syracuse,A,Old,300 goodrich av,1,1,0,1,0,0,0.0405523
9542,9542,Single Family,0,0,Moderate,N,Syracuse,A,Old,310 goodrich av,1,1,0,1,0,0,0.0405523
9543,9543,Single Family,0,0,Moderate,N,Syracuse,A,Old,309 goodrich av,1,1,0,1,0,0,0.0405523
9544,9544,Single Family,0,0,Moderate,N,Syracuse,A,Old,321 goodrich av,1,1,0,1,0,0,0.0405523
9545,9545,Single Family,0,0,Moderate,N,Syracuse,I,New,318 goodrich av,1,1,0,1,0,0,0.039522641
9546,9546,Single Family,0,0,Cheap,N,Syracuse,A,Old,317 goodrich av,1,1,0,1,0,0,0.056
9547,9547,Single Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,304 goodrich av,1,1,0,1,0,0,0.03989095
9548,9548,Single Family,0,0,Cheap,N,Syracuse,A,Old,305 goodrich av,1,1,0,1,0,0,0.056
9549,9549,Single Family,0,0,Moderate,N,Syracuse,A,Old,322 goodrich av,1,1,0,1,0,0,0.0405523
9550,9550,Single Family,0,0,Moderate,N,Syracuse,A,Old,301 goodrich av,1,1,0,1,0,0,0.0405523
9551,9551,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,325 grant av,2,0.976666667,0.023333333,0.796666667,0.181,0.726333333,0
9552,9552,Single Family,0,0,Cheap,N,Syracuse,A,Old,313 grant av,2,0.895,0.105,0.789,0.105,0.176,0
9553,9553,Three Family,0,10,Cheap,Y,Outside NY,A,Very Old,314 grant av,2,0.86879444,0.13120556,0.742829677,0.125955035,0.170686414,0.026328199
9554,9554,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,328 grant av,2,0.82,0.18,0.568666667,0.252,0.371333333,0.047666667
9555,9555,Two Family,0,3,Cheap,Y,Outside NY,A,Old,329 grant av,2,0.906597237,0.093402763,0.707480652,0.199745856,0.476900858,0.28037969
9556,9556,Single Family,0,0,Cheap,N,Syracuse,A,Old,333 grant av,2,0.732,0.268,0.411,0.321,0.39,0
9557,9557,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,315 grant av,2,0.889333333,0.110666667,0.718333333,0.171666667,0.752,0
9558,9558,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,332 grant av,2,0.881666667,0.118333333,0.781333333,0.101,0.083666667,0.058
9559,9559,Single Family,582.93,2,Cheap,Y,Outside NY,I,Very Old,320 grant av,2,0.819583497,0.180416503,0.559304977,0.260765188,0.350750408,0
9560,9560,Single Family,0,4,Cheap,N,"Outside Syr, In NY",A,Old,321 grant av,2,0.944276046,0.055723954,0.692157626,0.252464718,0.387739824,0
9561,9561,Two Family,308.6,0,Cheap,N,Syracuse,I,Very Old,324 grant av,2,0.863572726,0.136427274,0.654064339,0.209858231,0.537853278,0.215016132
9562,9562,Single Family,0,0,Cheap,N,Syracuse,A,Old,324 greenwood pl,1,0.895,0.105,0.625,0.271,0.109,0.071
9563,9563,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,308 greenwood pl,1,0.895,0.105,0.625,0.271,0.109,0.071
9564,9564,Single Family,0,0,Cheap,N,Syracuse,A,Old,320 greenwood pl,1,0.895,0.105,0.625,0.271,0.109,0.071
9565,9565,Single Family,0,0,Moderate,N,"Outside Syr, In NY",A,Very Old,312 greenwood pl,1,0.895,0.105,0.625,0.271,0.109,0.071
9566,9566,Commercial,0,0,Cheap,N,Syracuse,A,Old,328 greenwood pl,1,0.895,0.105,0.625,0.271,0.109,0.071
9567,9567,Single Family,0,0,Cheap,N,Syracuse,A,Old,304 greenwood pl,1,0.895,0.105,0.625,0.271,0.109,0.071
9568,9568,Single Family,0,0,Cheap,N,Syracuse,A,Old,316 greenwood pl,1,0.895,0.105,0.625,0.271,0.109,0.071
9569,9569,Two Family,0,0,Moderate,N,Syracuse,A,Very Old,315 greenwood pl,1,0.895,0.105,0.625,0.271,0.109,0.071
9570,9570,Apartment,0,0,Moderate,N,Syracuse,A,Old,312 hamilton st,3,0.938,0.063,0.735,0.203,0.333,0
9571,9571,Two Family,0,0,Moderate,N,Syracuse,A,Old,309 hamilton st,3,0.938,0.063,0.735,0.203,0.333,0
9572,9572,Single Family,0,0,Moderate,N,Syracuse,A,Old,303 hamilton st,3,0.938,0.063,0.735,0.203,0.333,0
9573,9573,Single Family,0,0,Cheap,N,Syracuse,A,Old,308 hamilton st,3,0.938,0.063,0.735,0.203,0.333,0
9574,9574,Apartment,0,0,Moderate,N,Syracuse,A,Very Old,307 hamilton st,3,0.938,0.063,0.735,0.203,0.333,0
9575,9575,Three Family,0,0,Moderate,N,Syracuse,A,Very Old,306 hamilton st,3,0.938,0.063,0.735,0.203,0.333,0
9576,9576,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,302 hartson st,1,0.886,0.114,0.732,0.155,0.129,0.043
9577,9577,Apartment,0,0,Moderate,N,"Outside Syr, In NY",A,Old,311 hartson st,1,0.886,0.114,0.732,0.155,0.129,0.043
9578,9578,Single Family,0,0,Cheap,N,Syracuse,A,Old,303 hartson st,1,0.886,0.114,0.732,0.155,0.129,0.043
9579,9579,Single Family,3893.43,0,Cheap,N,Syracuse,A,Very Old,307 hartson st,1,0.886,0.114,0.732,0.155,0.129,0.043
9580,9580,Single Family,0,2,Cheap,N,Syracuse,A,Old,308 hartson st,1,0.886,0.114,0.732,0.155,0.129,0.043
9581,9581,Single Family,0,0,Cheap,N,Syracuse,A,Old,300 hartson st,1,0.886,0.114,0.732,0.155,0.129,0.043
9582,9582,Single Family,0,0,Cheap,N,Syracuse,A,Old,301 hartson st,1,0.886,0.114,0.732,0.155,0.129,0.043
9583,9583,Two Family,0,8,Cheap,Y,Syracuse,I,Old,310 hartson st,1,0.886,0.114,0.732,0.155,0.129,0.043
9584,9584,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,304 hartson st,1,0.886,0.114,0.732,0.155,0.129,0.043
9585,9585,Single Family,0,0,Cheap,N,"Outside Syr, In NY",A,Very Old,306 hartson st,1,0.886,0.114,0.732,0.155,0.129,0.043
9586,9586,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,309 hartson st,1,0.886,0.114,0.732,0.155,0.129,0.043
9587,9587,Two Family,0,0,Cheap,N,Syracuse,A,Old,305 hartson st,1,0.886,0.114,0.732,0.155,0.129,0.043
9588,9588,Three Family,0,2,Cheap,N,Syracuse,A,Old,322 hawley av,4,0.750736277,0.249263723,0.543978672,0.20639105,0.194999392,0.060665556
9589,9589,Three Family,0,0,Cheap,N,Syracuse,A,Old,330 hawley av,4,0.85,0.15,0.775,0.075,0.235,0.167
9590,9590,Two Family,0,0,Cheap,N,Syracuse,A,Old,318 hawley av,4,0.769666667,0.230333333,0.675666667,0.094,0.118666667,0.055333333
9591,9591,Commercial,0,0,Moderate,N,Syracuse,A,Old,306 hawley av,4,0.907666667,0.092333333,0.639,0.269333333,0.334333333,0.333333333
9592,9592,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,326 hawley av,4,0.864533105,0.135466895,0.747586056,0.11670337,0.151911069,0.114889769
9593,9593,Two Family,2487.84,0,Cheap,N,Syracuse,A,Old,314 hawley av,4,0.834329062,0.165670938,0.56797533,0.267020505,0.315650113,0.1406892
9594,9594,Multiple Residence,0,0,Cheap,N,Syracuse,A,Old,316 hawley av,4,0.833,0.167,0.764,0.07,0.067,0.083
9595,9595,Apartment,0,0,Moderate,N,Syracuse,A,Old,300 hawley av,4,0.977,0.023,0.841,0.137,0.186,1
9596,9596,Two Family,0,0,Moderate,N,Syracuse,A,Old,312 hawley av,4,0.974,0.026,0.781333333,0.193,0.402,0.333333333
9597,9597,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,319 hawley av,4,0.820333333,0.179666667,0.659666667,0.160333333,0.232666667,0.027666667
9598,9598,Apartment,0,0,Moderate,N,"Outside Syr, In NY",A,Old,308 hawley av,4,0.853666667,0.146333333,0.757333333,0.096333333,0.296333333,0.111333333
9599,9599,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,315 hawley av,4,0.864533105,0.135466895,0.747586056,0.11670337,0.151911069,0.114889769
9600,9600,Vacant Land,117.57,0,Cheap,N,Syracuse,unknown,New,332 hawley av,4,0.864533117,0.135466883,0.747586045,0.116703393,0.151911101,0.114889771
9601,9601,Three Family,0,0,Cheap,N,Syracuse,A,Very Old,321 hawley av,4,0.841781392,0.158218608,0.745084266,0.096697126,0.227767625,0.14497413
9602,9602,Apartment,0,0,Moderate,N,Syracuse,A,Old,309 hawley av,4,0.966666667,0.033333333,0.786,0.181666667,0.257333333,0.666666667
9603,9603,Apartment,0,2,Cheap,N,Syracuse,A,Old,320 hawley av,4,0.715637683,0.284362317,0.521765451,0.193453719,0.294428088,0
9604,9604,Commercial,0,0,Moderate,N,Syracuse,A,Old,304 hawley av,4,0.907666667,0.092333333,0.639,0.269333333,0.334333333,0.333333333
9605,9605,Parking,0,0,Cheap,N,Syracuse,unknown,New,302 hawley av,4,0.924717451,0.075282549,0.776969549,0.147465354,0.525196593,0.013459838
9606,9606,Parking,0,0,Cheap,N,Syracuse,unknown,New,313 hawley av,4,0.884650955,0.115349045,0.636110774,0.248883671,0.568393284,0.0626039
9607,9607,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,317 hawley av,4,0.820333333,0.179666667,0.659666667,0.160333333,0.232666667,0.027666667
9608,9608,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,303 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9609,9609,Single Family,0,0,Cheap,N,Syracuse,A,Old,315 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9610,9610,Two Family,1376.51,0,Cheap,N,"Outside Syr, In NY",A,Old,302 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9611,9611,Two Family,0,0,Moderate,N,"Outside Syr, In NY",A,Old,318 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9612,9612,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,309 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9613,9613,Two Family,0,0,Cheap,N,Syracuse,A,Old,304 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9614,9614,Two Family,0,0,Moderate,N,Syracuse,A,Old,301 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9615,9615,Single Family,0,0,Moderate,N,Syracuse,A,Old,308 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9616,9616,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,317 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9617,9617,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,306 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9618,9618,Single Family,0,0,Cheap,N,Syracuse,A,Old,316 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9619,9619,Single Family,0,0,Moderate,N,Syracuse,A,Old,311 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9620,9620,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,305 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9621,9621,Two Family,0,0,Moderate,N,Syracuse,A,Old,312 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9622,9622,Two Family,0,4,Cheap,N,Syracuse,A,Old,300 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9623,9623,Single Family,0,0,Cheap,N,Syracuse,A,Old,314 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9624,9624,Single Family,0,1,Cheap,N,Syracuse,A,Very Old,319 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9625,9625,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,307 helen st,2,0.958,0.042,0.763,0.195,0.638,0
9626,9626,Two Family,0,0,Moderate,N,Syracuse,A,Very Old,305 herkimer st,1,0.95,0.05,0.7,0.25,0.456,0
9627,9627,Two Family,0,1,Cheap,Y,Syracuse,A,Very Old,307 herkimer st,1,0.95,0.05,0.7,0.25,0.456,0
9628,9628,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,311 herkimer st,1,0.95,0.05,0.7,0.25,0.456,0
9629,9629,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,315 herkimer st,1,0.95,0.05,0.7,0.25,0.456,0
9630,9630,Two Family,0,0,Cheap,N,Syracuse,A,Very Old,313 herkimer st,1,0.95,0.05,0.7,0.25,0.456,0
9631,9631,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,321 herkimer st,1,0.95,0.05,0.7,0.25,0.456,0
9632,9632,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,303 herkimer st,1,0.95,0.05,0.7,0.25,0.456,0
9633,9633,Single Family,0,0,Cheap,N,Syracuse,A,Very Old,317 herkimer st,1,0.95,0.05,0.7,0.25,0.456,0
9634,9634,Two Family,0,0,Cheap,N,Syracuse,A,Old,304 herkimer st,1,0.95,0.05,0.7,0.25,0.456,0
9635,9635,Two Family,0,0,Cheap,N,"Outside Syr, In NY",A,Old,323 herkimer st,1,0.95,0.05,0.7,0.25,0.456,0
9636,9636,Religious,0,0,Moderate,N,Syracuse,A,Old,320 herkimer st,1,0.95,0.05,0.7,0.25,0.456,0
9637,9637,Vacant Land,0,0,Moderate,N,"Outside Syr, In NY",unknown,Old,302 hiawatha blvd w,2,1,0,0.858,0.143,0,0.034942573
9638,9638,Vacant Land,0,0,Cheap,N,Syracuse,unknown,New,301 hiawatha blvd w,2,1,0,0.858,0.143,0,0.114264035
9639,9639,Utilities,61567.91,0,Expensive,N,Outside NY,unknown,Old,308 hiawatha blvd w,2,1,0,0.858,0.143,0,0.100884783
9640,9640,Vacant Land,0,0,Moderate,N,Syracuse,unknown,Old,350 hiawatha blvd w,2,1,0,0.858,0.143,0,0.040929127
9641,9641,Commercial,0,3,Expensive,N,Syracuse,A,New,306 hiawatha blvd w,2,1,0,0.858,0.143,0,0.36518075
9642,9642,Commercial,0,0,Expensive,N,Syracuse,A,New,311 hiawatha blvd w,2,1,0,0.858,0.143,0,0.688129231
9643,9643,Single Family,0,0,Moderate,N,Syracuse,A,Old,343 hickok av,1,0.964,0.036,0.795,0.168,0.288,0
9644,9644,Single Family,0,0,Moderate,N,Syracuse,A,Old,367 hickok av,1,0.964,0.036,0.795,0.168,0.288,0
9645,9645,Single Family,0,0,Moderate,N,Syracuse,A,Old,326 hickok av,1,0.964,0.036,0.795,0.168,0.288,0
9646,9646,Single Family,0,0,Moderate,N,Syracuse,A,Old,351 hickok av,1,0.964,0.036,0.795,0.168,0.288,0
9647,9647,Single Family,0,0,Moderate,N,Syracuse,A,Old,347 hickok av,1,0.964,0.036,0.795,0.168,0.288,0
9648,9648,Single Family,0,0,Moderate,N,Syracuse,A,Old,357 hickok av,1,0.964,0.036,0.795,0.168,0.288,0
9649,9649,Single Family,0,0,Moderate,N,Syracuse,A,Old,362 hickok av,1,0.964,0.036,0.795,0.168,0.288,0
9650,9650,Single Family,0,0,Moderate,N,Syracuse,A,Old,307 hickok av,1,0.964,0.036,0.795,0.168,0.288,0
